0.000000,0.973657,-0.973657,0
0.006283,0.971748,-0.965465,0
0.012566,0.969839,-0.957273,0
0.018848,0.967929,-0.949081,0
0.025130,0.966020,-0.940890,0
0.031411,0.964110,-0.932700,0
0.037690,0.962201,-0.924511,0
0.043968,0.960292,-0.916323,0
0.050244,0.958382,-0.908138,0
0.056519,0.956473,-0.899954,0
0.062791,0.954563,-0.891773,0
0.069060,0.952654,-0.883594,0
0.075327,0.950745,-0.875418,0
0.081591,0.948835,-0.867245,0
0.087851,0.946926,-0.859075,0
0.094108,0.945016,-0.850908,0
0.100362,0.943107,-0.842745,0
0.106611,0.941198,-0.834587,0
0.112856,0.939288,-0.826432,0
0.119097,0.937379,-0.818282,0
0.125333,0.935469,-0.810136,0
0.131564,0.933560,-0.801996,0
0.137790,0.931651,-0.793860,0
0.144011,0.929741,-0.785730,0
0.150226,0.927832,-0.777606,0
0.156434,0.925922,-0.769488,0
0.162637,0.924013,-0.761376,0
0.168833,0.922103,-0.753270,0
0.175023,0.920194,-0.745171,0
0.181206,0.918285,-0.737079,0
0.187381,0.916375,-0.728994,0
0.193549,0.914466,-0.720917,0
0.199710,0.912557,-0.712847,0
0.205863,0.910647,-0.704785,0
0.212007,0.908738,-0.696731,0
0.218143,0.906828,-0.688685,0
0.224271,0.904919,-0.680648,0
0.230389,0.903010,-0.672620,0
0.236499,0.901100,-0.664601,0
0.242599,0.899191,-0.656592,0
0.248690,0.897281,-0.648591,0
0.254771,0.895372,-0.640601,0
0.260842,0.893463,-0.632621,0
0.266902,0.891553,-0.624651,0
0.272952,0.889644,-0.616692,0
0.278991,0.887734,-0.608743,0
0.285019,0.885825,-0.600806,0
0.291036,0.883915,-0.592879,0
0.297042,0.882006,-0.584964,0
0.303035,0.880097,-0.577061,0
0.309017,0.878187,-0.569170,0
0.314987,0.876278,-0.561292,0
0.320944,0.874369,-0.553425,0
0.326888,0.872459,-0.545571,0
0.332820,0.870550,-0.537730,0
0.338738,0.868640,-0.529903,0
0.344643,0.866731,-0.522088,0
0.350534,0.864821,-0.514287,0
0.356412,0.862912,-0.506500,0
0.362275,0.861003,-0.498728,0
0.368125,0.859093,-0.490969,0
0.373959,0.857184,-0.483225,0
0.379779,0.855274,-0.475495,0
0.385584,0.853365,-0.467781,0
0.391374,0.851456,-0.460082,0
0.397148,0.849546,-0.452398,0
0.402906,0.847637,-0.444730,0
0.408649,0.845728,-0.437079,0
0.414376,0.843818,-0.429443,0
0.420086,0.841909,-0.421823,0
0.425779,0.839999,-0.414220,0
0.431456,0.838090,-0.406634,0
0.437116,0.836181,-0.399065,0
0.442758,0.834271,-0.391513,0
0.448383,0.832362,-0.383978,0
0.453990,0.830452,-0.376462,0
0.459580,0.828543,-0.368963,0
0.465151,0.826633,-0.361482,0
0.470704,0.824724,-0.354020,0
0.476238,0.822815,-0.346577,0
0.481754,0.820905,-0.339152,0
0.487250,0.818996,-0.331746,0
0.492727,0.817086,-0.324359,0
0.498185,0.815177,-0.316992,0
0.503623,0.813268,-0.309644,0
0.509041,0.811358,-0.302317,0
0.514440,0.809449,-0.295009,0
0.519817,0.807540,-0.287722,0
0.525175,0.805630,-0.280455,0
0.530511,0.803721,-0.273210,0
0.535827,0.801811,-0.265985,0
0.541121,0.799902,-0.258781,0
0.546394,0.797992,-0.251598,0
0.551646,0.796083,-0.244437,0
0.556876,0.794174,-0.237298,0
0.562083,0.792264,-0.230181,0
0.567269,0.790355,-0.223086,0
0.572432,0.788445,-0.216013,0
0.577573,0.786536,-0.208963,0
0.582690,0.784627,-0.201936,0
0.587785,0.782717,-0.194932,0
0.592857,0.780808,-0.187951,0
0.597905,0.778898,-0.180993,0
0.602930,0.776989,-0.174060,0
0.607930,0.775080,-0.167149,0
0.612907,0.773170,-0.160263,0
0.617860,0.771261,-0.153401,0
0.622788,0.769351,-0.146564,0
0.627691,0.767442,-0.139751,0
0.632570,0.765532,-0.132962,0
0.637424,0.763623,-0.126199,0
0.642253,0.761714,-0.119461,0
0.647056,0.759804,-0.112748,0
0.651834,0.757895,-0.106061,0
0.656586,0.755985,-0.099400,0
0.661312,0.754076,-0.092764,0
0.666012,0.752167,-0.086155,0
0.670686,0.750257,-0.079572,0
0.675333,0.748348,-0.073015,0
0.679953,0.746439,-0.066485,0
0.684547,0.744529,-0.059982,0
0.689114,0.742620,-0.053506,0
0.693653,0.740710,-0.047057,0
0.698165,0.738801,-0.040636,0
0.702650,0.736892,-0.034242,0
0.707107,0.734982,-0.027875,0
0.711536,0.733073,-0.021537,0
0.715936,0.731163,-0.015227,0
0.720309,0.729254,-0.008945,0
0.724653,0.727345,-0.002692,0
0.728969,0.725435,0.003534,0
0.733255,0.723526,0.009729,0
0.737513,0.721616,0.015897,0
0.741742,0.719707,0.022035,0
0.745941,0.717798,0.028144,0
0.750111,0.715888,0.034223,0
0.754251,0.713979,0.040272,0
0.758362,0.712070,0.046292,0
0.762443,0.710160,0.052283,0
0.766493,0.708250,0.058243,0
0.770513,0.706341,0.064172,0
0.774503,0.704432,0.070071,0
0.778462,0.702522,0.075940,0
0.782391,0.700613,0.081778,0
0.786288,0.698704,0.087585,0
0.790155,0.696794,0.093361,0
0.793990,0.694885,0.099106,0
0.797794,0.692976,0.104819,0
0.801567,0.691066,0.110501,0
0.805308,0.689157,0.116151,0
0.809017,0.687247,0.121770,0
0.812694,0.685338,0.127356,0
0.816339,0.683428,0.132911,0
0.819952,0.681519,0.138433,0
0.823533,0.679610,0.143923,0
0.827081,0.677700,0.149380,0
0.830596,0.675791,0.154805,0
0.834078,0.673881,0.160197,0
0.837528,0.671972,0.165556,0
0.840945,0.670062,0.170882,0
0.844328,0.668153,0.176175,0
0.847678,0.666244,0.181434,0
0.850994,0.664334,0.186660,0
0.854277,0.662425,0.191853,0
0.857527,0.660515,0.197011,0
0.860742,0.658606,0.202136,0
0.863923,0.656697,0.207227,0
0.867071,0.654787,0.212283,0
0.870184,0.652878,0.217306,0
0.873262,0.650968,0.222294,0
0.876307,0.649059,0.227248,0
0.879316,0.647150,0.232167,0
0.882291,0.645240,0.237051,0
0.885231,0.643331,0.241900,0
0.888136,0.641421,0.246715,0
0.891007,0.639512,0.251495,0
0.893841,0.637603,0.256239,0
0.896641,0.635693,0.260948,0
0.899405,0.633784,0.265622,0
0.902134,0.631874,0.270259,0
0.904827,0.629965,0.274862,0
0.907484,0.628056,0.279429,0
0.910106,0.626146,0.283960,0
0.912692,0.624237,0.288455,0
0.915241,0.622327,0.292914,0
0.917755,0.620418,0.297336,0
0.920232,0.618509,0.301723,0
0.922673,0.616599,0.306073,0
0.925077,0.614690,0.310387,0
0.927445,0.612780,0.314665,0
0.929776,0.610871,0.318905,0
0.932071,0.608962,0.323110,0
0.934329,0.607052,0.327277,0
0.936550,0.605143,0.331407,0
0.938734,0.603233,0.335500,0
0.940881,0.601324,0.339557,0
0.942991,0.599415,0.343576,0
0.945063,0.597505,0.347558,0
0.947098,0.595596,0.351502,0
0.949096,0.593686,0.355410,0
0.951057,0.591777,0.359280,0
0.952979,0.589868,0.363112,0
0.954865,0.587958,0.366906,0
0.956712,0.586049,0.370663,0
0.958522,0.584139,0.374382,0
0.960294,0.582230,0.378064,0
0.962028,0.580321,0.381707,0
0.963724,0.578411,0.385312,0
0.965382,0.576502,0.388880,0
0.967001,0.574592,0.392409,0
0.968583,0.572683,0.395900,0
0.970127,0.570774,0.399353,0
0.971632,0.568864,0.402767,0
0.973099,0.566955,0.406144,0
0.974527,0.565045,0.409482,0
0.975917,0.563136,0.412781,0
0.977268,0.561227,0.416041,0
0.978581,0.559317,0.419264,0
0.979855,0.557408,0.422447,0
0.981091,0.555498,0.425592,0
0.982287,0.553589,0.428698,0
0.983445,0.551680,0.431765,0
0.984564,0.549770,0.434794,0
0.985645,0.547861,0.437784,0
0.986686,0.545951,0.440734,0
0.987688,0.544042,0.443646,0
0.988652,0.542133,0.446519,0
0.989576,0.540223,0.449353,0
0.990461,0.538314,0.452148,0
0.991308,0.536404,0.454903,0
0.992115,0.534495,0.457620,0
0.992883,0.532586,0.460297,0
0.993611,0.530676,0.462935,0
0.994301,0.528767,0.465534,0
0.994951,0.526857,0.468094,0
0.995562,0.524948,0.470614,0
0.996134,0.523039,0.473095,0
0.996666,0.521129,0.475537,0
0.997159,0.519220,0.477939,0
0.997613,0.517310,0.480302,0
0.998027,0.515401,0.482626,0
0.998402,0.513492,0.484910,0
0.998737,0.511582,0.487155,0
0.999033,0.509673,0.489360,0
0.999289,0.507763,0.491526,0
0.999507,0.505854,0.493653,0
0.999684,0.503945,0.495740,0
0.999822,0.502035,0.497787,0
0.999921,0.500126,0.499795,0
0.999980,0.498216,0.501764,0
1.000000,0.496307,0.503693,0
0.999980,0.494398,0.505583,0
0.999921,0.492488,0.507433,0
0.999822,0.490579,0.509244,0
0.999684,0.488669,0.511015,0
0.999507,0.486760,0.512747,0
0.999289,0.484851,0.514439,0
0.999033,0.482941,0.516092,0
0.998737,0.481032,0.517705,0
0.998402,0.479122,0.519279,0
0.998027,0.477213,0.520814,0
0.997613,0.475303,0.522309,0
0.997159,0.473394,0.523765,0
0.996666,0.471485,0.525181,0
0.996134,0.469575,0.526558,0
0.995562,0.467666,0.527896,0
0.994951,0.465757,0.529194,0
0.994301,0.463847,0.530454,0
0.993611,0.461938,0.531674,0
0.992883,0.460028,0.532854,0
0.992115,0.458119,0.533996,0
0.991308,0.456209,0.535098,0
0.990461,0.454300,0.536161,0
0.989576,0.452391,0.537185,0
0.988652,0.450481,0.538171,0
0.987688,0.448572,0.539116,0
0.986686,0.446663,0.540023,0
0.985645,0.444753,0.540892,0
0.984564,0.442844,0.541721,0
0.983445,0.440934,0.542511,0
0.982287,0.439025,0.543262,0
0.981091,0.437115,0.543975,0
0.979855,0.435206,0.544649,0
0.978581,0.433297,0.545284,0
0.977268,0.431387,0.545881,0
0.975917,0.429478,0.546439,0
0.974527,0.427568,0.546958,0
0.973099,0.425659,0.547439,0
0.971632,0.423750,0.547882,0
0.970127,0.421840,0.548286,0
0.968583,0.419931,0.548652,0
0.967001,0.418022,0.548980,0
0.965382,0.416112,0.549270,0
0.963724,0.414203,0.549521,0
0.962028,0.412293,0.549735,0
0.960294,0.410384,0.549910,0
0.958522,0.408475,0.550047,0
0.956712,0.406565,0.550147,0
0.954865,0.404656,0.550209,0
0.952979,0.402746,0.550233,0
0.951057,0.400837,0.550220,0
0.949096,0.398927,0.550169,0
0.947098,0.397018,0.550080,0
0.945063,0.395109,0.549954,0
0.942991,0.393199,0.549791,0
0.940881,0.391290,0.549591,0
0.938734,0.389380,0.549353,0
0.936550,0.387471,0.549079,0
0.934329,0.385562,0.548767,0
0.932071,0.383652,0.548419,0
0.929776,0.381743,0.548034,0
0.927445,0.379834,0.547612,0
0.925077,0.377924,0.547153,0
0.922673,0.376014,0.546658,0
0.920232,0.374105,0.546127,0
0.917755,0.372196,0.545559,0
0.915241,0.370286,0.544955,0
0.912692,0.368377,0.544315,0
0.910106,0.366468,0.543638,0
0.907484,0.364558,0.542926,0
0.904827,0.362649,0.542178,0
0.902134,0.360739,0.541395,0
0.899405,0.358830,0.540575,0
0.896641,0.356921,0.539720,0
0.893841,0.355011,0.538830,0
0.891007,0.353102,0.537905,0
0.888136,0.351192,0.536944,0
0.885231,0.349283,0.535948,0
0.882291,0.347374,0.534918,0
0.879316,0.345464,0.533852,0
0.876307,0.343555,0.532752,0
0.873262,0.341645,0.531617,0
0.870184,0.339736,0.530448,0
0.867071,0.337827,0.529244,0
0.863923,0.335917,0.528006,0
0.860742,0.334008,0.526734,0
0.857527,0.332098,0.525428,0
0.854277,0.330189,0.524088,0
0.850994,0.328280,0.522715,0
0.847678,0.326370,0.521308,0
0.844328,0.324461,0.519867,0
0.840945,0.322551,0.518393,0
0.837528,0.320642,0.516886,0
0.834078,0.318733,0.515346,0
0.830596,0.316823,0.513773,0
0.827081,0.314914,0.512167,0
0.823533,0.313004,0.510528,0
0.819952,0.311095,0.508857,0
0.816339,0.309186,0.507154,0
0.812694,0.307276,0.505418,0
0.809017,0.305367,0.503650,0
0.805308,0.303457,0.501850,0
0.801567,0.301548,0.500019,0
0.797794,0.299639,0.498156,0
0.793990,0.297729,0.496261,0
0.790155,0.295820,0.494335,0
0.786288,0.293910,0.492378,0
0.782391,0.292001,0.490390,0
0.778462,0.290091,0.488371,0
0.774503,0.288182,0.486321,0
0.770513,0.286273,0.484241,0
0.766493,0.284363,0.482130,0
0.762443,0.282454,0.479989,0
0.758362,0.280544,0.477818,0
0.754251,0.278635,0.475616,0
0.750111,0.276726,0.473385,0
0.745941,0.274816,0.471125,0
0.741742,0.272907,0.468835,0
0.737513,0.270997,0.466516,0
0.733255,0.269088,0.464167,0
0.728969,0.267179,0.461790,0
0.724653,0.265269,0.459384,0
0.720309,0.263360,0.456949,0
0.715936,0.261451,0.454486,0
0.711536,0.259541,0.451995,0
0.707107,0.257632,0.449475,0
0.702650,0.255722,0.446928,0
0.698165,0.253813,0.444353,0
0.693653,0.251904,0.441750,0
0.689114,0.249994,0.439120,0
0.684547,0.248085,0.436462,0
0.679953,0.246175,0.433778,0
0.675333,0.244266,0.431067,0
0.670686,0.242356,0.428329,0
0.666012,0.240447,0.425565,0
0.661312,0.238538,0.422774,0
0.656586,0.236628,0.419958,0
0.651834,0.234719,0.417115,0
0.647056,0.232809,0.414247,0
0.642253,0.230900,0.411353,0
0.637424,0.228991,0.408433,0
0.632570,0.227081,0.405489,0
0.627691,0.225172,0.402520,0
0.622788,0.223262,0.399525,0
0.617860,0.221353,0.396507,0
0.612907,0.219444,0.393463,0
0.607930,0.217534,0.390396,0
0.602930,0.215625,0.387305,0
0.597905,0.213715,0.384190,0
0.592857,0.211806,0.381051,0
0.587785,0.209897,0.377889,0
0.582690,0.207987,0.374703,0
0.577573,0.206078,0.371495,0
0.572432,0.204168,0.368264,0
0.567269,0.202259,0.365010,0
0.562083,0.200350,0.361734,0
0.556876,0.198440,0.358435,0
0.551646,0.196531,0.355115,0
0.546394,0.194621,0.351773,0
0.541121,0.192712,0.348409,0
